,date,ap_daily,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26,ap27
1869,1955-02-13,12.073,4,6,6,3,4,4,5,7,22,39,39,18,18,9,7,9,7,12,22,27,15,6,18,6,15,9,0
1870,1955-02-14,11.073,22,39,39,18,18,9,7,9,7,12,22,27,15,6,18,6,15,9,0,5,12,12,7,9,15,9,22
1871,1955-02-15,8.042,7,12,22,27,15,6,18,6,15,9,0,5,12,12,7,9,15,9,22,18,15,18,7,3,0,0,0
1872,1955-02-16,6.031,15,9,0,5,12,12,7,9,15,9,22,18,15,18,7,3,0,0,0,0,2,4,9,12,6,9,7
1873,1955-02-17,6.031,15,9,22,18,15,18,7,3,0,0,0,0,2,4,9,12,6,9,7,15,7,4,7,7,2,2,6
1874,1955-02-18,8.052,0,0,0,0,2,4,9,12,6,9,7,15,7,4,7,7,2,2,6,5,18,7,5,2,0,12,18
1875,1955-02-19,6.031,6,9,7,15,7,4,7,7,2,2,6,5,18,7,5,2,0,12,18,7,9,9,3,6,4,4,5
1876,1955-02-20,8.042,2,2,6,5,18,7,5,2,0,12,18,7,9,9,3,6,4,4,5,4,12,7,7,12,7,12,4
1877,1955-02-21,14.084,0,12,18,7,9,9,3,6,4,4,5,4,12,7,7,12,7,12,4,15,39,15,7,12,9,7,6
1878,1955-02-22,16.094,4,4,5,4,12,7,7,12,7,12,4,15,39,15,7,12,9,7,6,15,32,12,22,15,7,12,12
1879,1955-02-23,22.115,7,12,4,15,39,15,7,12,9,7,6,15,32,12,22,15,7,12,12,18,15,15,32,32,27,27,9
1880,1955-02-24,11.063,9,7,6,15,32,12,22,15,7,12,12,18,15,15,32,32,27,27,9,12,15,12,7,18,5,12,6
1881,1955-02-25,13.084,7,12,12,18,15,15,32,32,27,27,9,12,15,12,7,18,5,12,6,22,22,6,18,9,12,5,12
1882,1955-02-26,9.052,27,27,9,12,15,12,7,18,5,12,6,22,22,6,18,9,12,5,12,18,27,5,7,5,3,6,4
1883,1955-02-27,5.021,5,12,6,22,22,6,18,9,12,5,12,18,27,5,7,5,3,6,4,0,2,6,4,5,5,7,9
1884,1955-02-28,32.136,12,5,12,18,27,5,7,5,3,6,4,0,2,6,4,5,5,7,9,56,80,27,22,48,18,3,6
1885,1955-03-01,4.01,3,6,4,0,2,6,4,5,5,7,9,56,80,27,22,48,18,3,6,3,4,2,3,4,4,5,4
1886,1955-03-02,4.01,5,7,9,56,80,27,22,48,18,3,6,3,4,2,3,4,4,5,4,6,5,5,5,3,3,3,2
1887,1955-03-03,3.01,18,3,6,3,4,2,3,4,4,5,4,6,5,5,5,3,3,3,2,0,7,7,5,4,2,0,0
1888,1955-03-04,4.01,4,5,4,6,5,5,5,3,3,3,2,0,7,7,5,4,2,0,0,2,4,3,5,2,0,7,9
1889,1955-03-05,9.052,3,3,2,0,7,7,5,4,2,0,0,2,4,3,5,2,0,7,9,9,12,6,6,6,9,9,18
1890,1955-03-06,12.073,2,0,0,2,4,3,5,2,0,7,9,9,12,6,6,6,9,9,18,27,9,7,12,9,5,15,9
1891,1955-03-07,30.136,0,7,9,9,12,6,6,6,9,9,18,27,9,7,12,9,5,15,9,39,22,18,18,5,32,80,27
1892,1955-03-08,18.105,9,9,18,27,9,7,12,9,5,15,9,39,22,18,18,5,32,80,27,22,12,18,7,7,32,27,15
1893,1955-03-09,23.115,5,15,9,39,22,18,18,5,32,80,27,22,12,18,7,7,32,27,15,22,18,22,12,15,27,48,18
1894,1955-03-10,22.115,32,80,27,22,12,18,7,7,32,27,15,22,18,22,12,15,27,48,18,12,15,32,27,32,12,27,22
1895,1955-03-11,18.105,32,27,15,22,18,22,12,15,27,48,18,12,15,32,27,32,12,27,22,18,18,27,22,27,22,7,5
1896,1955-03-12,21.115,27,48,18,12,15,32,27,32,12,27,22,18,18,27,22,27,22,7,5,27,32,22,12,15,22,22,18
1897,1955-03-13,13.084,12,27,22,18,18,27,22,27,22,7,5,27,32,22,12,15,22,22,18,12,15,12,7,9,12,27,12
1898,1955-03-14,14.084,22,7,5,27,32,22,12,15,22,22,18,12,15,12,7,9,12,27,12,27,9,4,9,9,22,18,15
1899,1955-03-15,18.105,22,22,18,12,15,12,7,9,12,27,12,27,9,4,9,9,22,18,15,18,27,32,18,12,6,15,15
1900,1955-03-16,10.063,12,27,12,27,9,4,9,9,22,18,15,18,27,32,18,12,6,15,15,15,22,6,5,3,7,12,12
1901,1955-03-17,12.073,22,18,15,18,27,32,18,12,6,15,15,15,22,6,5,3,7,12,12,18,7,18,18,12,15,5,7
1902,1955-03-18,15.094,6,15,15,15,22,6,5,3,7,12,12,18,7,18,18,12,15,5,7,9,5,12,15,12,39,22,7
1903,1955-03-19,6.021,7,12,12,18,7,18,18,12,15,5,7,9,5,12,15,12,39,22,7,12,4,6,3,3,5,7,4
1904,1955-03-20,6.031,15,5,7,9,5,12,15,12,39,22,7,12,4,6,3,3,5,7,4,6,5,7,5,5,3,3,18
1905,1955-03-21,8.042,39,22,7,12,4,6,3,3,5,7,4,6,5,7,5,5,3,3,18,18,4,6,6,6,4,9,12
1906,1955-03-22,35.146,5,7,4,6,5,7,5,5,3,3,18,18,4,6,6,6,4,9,12,6,7,15,48,80,94,22,9
1907,1955-03-23,21.115,3,3,18,18,4,6,6,6,4,9,12,6,7,15,48,80,94,22,9,7,4,7,4,18,27,48,56
1908,1955-03-24,12.073,4,9,12,6,7,15,48,80,94,22,9,7,4,7,4,18,27,48,56,22,27,15,15,7,4,4,3
1909,1955-03-25,6.031,94,22,9,7,4,7,4,18,27,48,56,22,27,15,15,7,4,4,3,2,2,7,7,3,9,12,6
1910,1955-03-26,12.073,27,48,56,22,27,15,15,7,4,4,3,2,2,7,7,3,9,12,6,3,9,27,18,18,9,3,9
1911,1955-03-27,10.063,4,4,3,2,2,7,7,3,9,12,6,3,9,27,18,18,9,3,9,4,6,6,32,12,9,6,6
1912,1955-03-28,5.021,9,12,6,3,9,27,18,18,9,3,9,4,6,6,32,12,9,6,6,7,4,9,6,4,2,2,7
1913,1955-03-29,4.01,9,3,9,4,6,6,32,12,9,6,6,7,4,9,6,4,2,2,7,6,4,5,5,4,0,2,2
1914,1955-03-30,18.105,9,6,6,7,4,9,6,4,2,2,7,6,4,5,5,4,0,2,2,5,2,4,15,12,7,32,67
1915,1955-03-31,53.167,2,2,7,6,4,5,5,4,0,2,2,5,2,4,15,12,7,32,67,80,80,94,48,18,32,39,32
1916,1955-04-01,16.094,0,2,2,5,2,4,15,12,7,32,67,80,80,94,48,18,32,39,32,18,18,12,15,7,4,5,48
1917,1955-04-02,17.094,7,32,67,80,80,94,48,18,32,39,32,18,18,12,15,7,4,5,48,15,18,12,12,22,15,15,27
1918,1955-04-03,12.073,32,39,32,18,18,12,15,7,4,5,48,15,18,12,12,22,15,15,27,9,12,12,18,15,12,9,6
1919,1955-04-04,15.094,4,5,48,15,18,12,12,22,15,15,27,9,12,12,18,15,12,9,6,7,7,6,22,12,18,22,27
1920,1955-04-05,19.105,15,15,27,9,12,12,18,15,12,9,6,7,7,6,22,12,18,22,27,32,15,22,15,39,6,15,6
1921,1955-04-06,16.094,12,9,6,7,7,6,22,12,18,22,27,32,15,22,15,39,6,15,6,22,22,7,22,15,12,4,22
1922,1955-04-07,18.105,18,22,27,32,15,22,15,39,6,15,6,22,22,7,22,15,12,4,22,32,27,18,27,9,7,12,12
1923,1955-04-08,8.042,6,15,6,22,22,7,22,15,12,4,22,32,27,18,27,9,7,12,12,7,12,15,4,5,7,5,9
1924,1955-04-09,6.031,12,4,22,32,27,18,27,9,7,12,12,7,12,15,4,5,7,5,9,6,9,5,5,2,2,3,15
1925,1955-04-10,11.063,7,12,12,7,12,15,4,5,7,5,9,6,9,5,5,2,2,3,15,4,2,2,22,27,15,5,9
1926,1955-04-11,8.052,7,5,9,6,9,5,5,2,2,3,15,4,2,2,22,27,15,5,9,7,18,12,6,7,7,5,6
1927,1955-04-12,12.073,2,3,15,4,2,2,22,27,15,5,9,7,18,12,6,7,7,5,6,15,18,9,9,15,5,9,12
1928,1955-04-13,16.094,15,5,9,7,18,12,6,7,7,5,6,15,18,9,9,15,5,9,12,27,27,12,7,7,9,9,27
1929,1955-04-14,7.042,7,5,6,15,18,9,9,15,5,9,12,27,27,12,7,7,9,9,27,12,15,9,9,6,3,2,3
1930,1955-04-15,5.021,5,9,12,27,27,12,7,7,9,9,27,12,15,9,9,6,3,2,3,5,5,5,4,9,7,4,4
1931,1955-04-16,4.021,9,9,27,12,15,9,9,6,3,2,3,5,5,5,4,9,7,4,4,3,4,4,3,5,3,7,6
1932,1955-04-17,5.021,3,2,3,5,5,5,4,9,7,4,4,3,4,4,3,5,3,7,6,3,3,7,7,9,4,6,3
1933,1955-04-18,2.0,7,4,4,3,4,4,3,5,3,7,6,3,3,7,7,9,4,6,3,2,0,0,3,4,6,3,2
1934,1955-04-19,4.01,3,7,6,3,3,7,7,9,4,6,3,2,0,0,3,4,6,3,2,5,7,3,2,3,3,4,4
1935,1955-04-20,8.052,4,6,3,2,0,0,3,4,6,3,2,5,7,3,2,3,3,4,4,7,12,22,3,6,7,6,5
1936,1955-04-21,7.042,6,3,2,5,7,3,2,3,3,4,4,7,12,22,3,6,7,6,5,5,6,9,6,12,7,5,7
1937,1955-04-22,8.042,3,4,4,7,12,22,3,6,7,6,5,5,6,9,6,12,7,5,7,9,18,6,7,4,4,9,5
1938,1955-04-23,3.0,7,6,5,5,6,9,6,12,7,5,7,9,18,6,7,4,4,9,5,0,2,2,5,5,4,2,2
1939,1955-04-24,19.105,7,5,7,9,18,6,7,4,4,9,5,0,2,2,5,5,4,2,2,6,7,6,6,48,27,22,32
1940,1955-04-25,12.073,4,9,5,0,2,2,5,5,4,2,2,6,7,6,6,48,27,22,32,12,18,6,5,12,12,18,12
1941,1955-04-26,17.094,4,2,2,6,7,6,6,48,27,22,32,12,18,6,5,12,12,18,12,22,18,18,22,7,6,15,27
1942,1955-04-27,54.167,27,22,32,12,18,6,5,12,12,18,12,22,18,18,22,7,6,15,27,22,18,12,3,5,39,79,54
1943,1955-04-28,44.157,12,18,12,22,18,18,22,7,6,15,27,22,18,12,3,5,39,79,54,32,22,39,27,12,18,32,67
1944,1955-04-29,27.126,6,15,27,22,18,12,3,5,39,79,54,32,22,39,27,12,18,32,67,48,22,18,22,22,22,32,32
1945,1955-04-30,16.094,39,79,54,32,22,39,27,12,18,32,67,48,22,18,22,22,22,32,32,32,27,9,18,7,7,12,18
1946,1955-05-01,6.031,18,32,67,48,22,18,22,22,22,32,32,32,27,9,18,7,7,12,18,9,12,4,4,2,3,5,7
1947,1955-05-02,5.021,22,32,32,32,27,9,18,7,7,12,18,9,12,4,4,2,3,5,7,2,2,5,5,7,6,5,6
1948,1955-05-03,6.031,7,12,18,9,12,4,4,2,3,5,7,2,2,5,5,7,6,5,6,7,5,6,4,4,7,7,5
1949,1955-05-04,5.021,3,5,7,2,2,5,5,7,6,5,6,7,5,6,4,4,7,7,5,5,2,2,5,7,6,7,9
1950,1955-05-05,9.052,6,5,6,7,5,6,4,4,7,7,5,5,2,2,5,7,6,7,9,6,9,7,6,12,18,6,9
1951,1955-05-06,32.136,7,7,5,5,2,2,5,7,6,7,9,6,9,7,6,12,18,6,9,18,15,15,32,80,18,18,56
1952,1955-05-07,25.126,6,7,9,6,9,7,6,12,18,6,9,18,15,15,32,80,18,18,56,39,32,32,32,9,12,15,27
1953,1955-05-08,32.136,18,6,9,18,15,15,32,80,18,18,56,39,32,32,32,9,12,15,27,27,56,22,27,39,22,32,32
1954,1955-05-09,8.042,18,18,56,39,32,32,32,9,12,15,27,27,56,22,27,39,22,32,32,9,9,9,6,6,7,9,9
1955,1955-05-10,10.063,12,15,27,27,56,22,27,39,22,32,32,9,9,9,6,6,7,9,9,12,15,7,18,4,6,7,12
1956,1955-05-11,5.021,22,32,32,9,9,9,6,6,7,9,9,12,15,7,18,4,6,7,12,4,5,7,4,3,5,5,4
1957,1955-05-12,7.031,7,9,9,12,15,7,18,4,6,7,12,4,5,7,4,3,5,5,4,4,6,6,5,4,5,7,18
1958,1955-05-13,9.052,6,7,12,4,5,7,4,3,5,5,4,4,6,6,5,4,5,7,18,12,3,7,9,9,9,12,9
1959,1955-05-14,12.073,5,5,4,4,6,6,5,4,5,7,18,12,3,7,9,9,9,12,9,9,18,15,22,7,9,7,7
1960,1955-05-15,6.021,5,7,18,12,3,7,9,9,9,12,9,9,18,15,22,7,9,7,7,7,9,7,2,3,4,5,7
1961,1955-05-16,14.084,9,12,9,9,18,15,22,7,9,7,7,7,9,7,2,3,4,5,7,22,56,9,12,5,3,3,4
1962,1955-05-17,4.01,9,7,7,7,9,7,2,3,4,5,7,22,56,9,12,5,3,3,4,5,5,5,3,3,3,0,5
1963,1955-05-18,4.01,4,5,7,22,56,9,12,5,3,3,4,5,5,5,3,3,3,0,5,6,5,3,0,4,7,4,3
1964,1955-05-19,3.01,3,3,4,5,5,5,3,3,3,0,5,6,5,3,0,4,7,4,3,3,3,5,3,3,3,3,3
1965,1955-05-20,5.021,3,0,5,6,5,3,0,4,7,4,3,3,3,5,3,3,3,3,3,3,7,4,7,4,5,5,6
1966,1955-05-21,4.01,7,4,3,3,3,5,3,3,3,3,3,3,7,4,7,4,5,5,6,2,3,3,3,6,4,2,5
1967,1955-05-22,4.021,3,3,3,3,7,4,7,4,5,5,6,2,3,3,3,6,4,2,5,6,6,3,3,2,4,7,4
1968,1955-05-23,3.0,5,5,6,2,3,3,3,6,4,2,5,6,6,3,3,2,4,7,4,2,2,2,3,5,5,0,2
1969,1955-05-24,4.01,4,2,5,6,6,3,3,2,4,7,4,2,2,2,3,5,5,0,2,2,3,4,3,4,5,5,3
1970,1955-05-25,34.136,4,7,4,2,2,2,3,5,5,0,2,2,3,4,3,4,5,5,3,4,3,2,2,27,27,94,11
1971,1955-05-26,39.146,5,0,2,2,3,4,3,4,5,5,3,4,3,2,2,27,27,94,11,94,80,39,56,12,18,7,5
1972,1955-05-27,21.115,5,5,3,4,3,2,2,27,27,94,11,94,80,39,56,12,18,7,5,6,5,6,4,27,39,48,32
1973,1955-05-28,23.115,27,94,11,94,80,39,56,12,18,7,5,6,5,6,4,27,39,48,32,27,32,39,32,22,9,9,15
1974,1955-05-29,7.042,18,7,5,6,5,6,4,27,39,48,32,27,32,39,32,22,9,9,15,9,7,12,7,5,9,3,6
1975,1955-05-30,4.021,39,48,32,27,32,39,32,22,9,9,15,9,7,12,7,5,9,3,6,3,2,6,3,4,7,5,5
1976,1955-05-31,5.021,9,9,15,9,7,12,7,5,9,3,6,3,2,6,3,4,7,5,5,6,6,7,4,4,4,4,6
1977,1955-06-01,7.042,9,3,6,3,2,6,3,4,7,5,5,6,6,7,4,4,4,4,6,6,9,6,4,12,12,5,4
1978,1955-06-02,6.031,7,5,5,6,6,7,4,4,4,4,6,6,9,6,4,12,12,5,4,7,5,9,6,9,5,5,6
1979,1955-06-03,6.031,4,4,6,6,9,6,4,12,12,5,4,7,5,9,6,9,5,5,6,4,6,5,4,4,7,9,6
1980,1955-06-04,7.042,12,5,4,7,5,9,6,9,5,5,6,4,6,5,4,4,7,9,6,5,6,15,7,9,6,6,5
1981,1955-06-05,4.021,5,5,6,4,6,5,4,4,7,9,6,5,6,15,7,9,6,6,5,4,2,4,6,5,6,6,3
1982,1955-06-06,10.063,7,9,6,5,6,15,7,9,6,6,5,4,2,4,6,5,6,6,3,2,3,5,4,6,9,27,27
1983,1955-06-07,12.073,6,6,5,4,2,4,6,5,6,6,3,2,3,5,4,6,9,27,27,18,15,7,12,12,7,4,18
1984,1955-06-08,23.115,6,6,3,2,3,5,4,6,9,27,27,18,15,7,12,12,7,4,18,15,48,15,12,27,39,9,22
1985,1955-06-09,8.042,9,27,27,18,15,7,12,12,7,4,18,15,48,15,12,27,39,9,22,2,6,9,9,12,5,7,12
1986,1955-06-10,5.021,7,4,18,15,48,15,12,27,39,9,22,2,6,9,9,12,5,7,12,6,4,6,6,4,5,4,3
1987,1955-06-11,6.031,39,9,22,2,6,9,9,12,5,7,12,6,4,6,6,4,5,4,3,2,3,5,7,7,6,6,15
1988,1955-06-12,10.063,5,7,12,6,4,6,6,4,5,4,3,2,3,5,7,7,6,6,15,9,15,9,12,18,3,5,9
1989,1955-06-13,8.052,5,4,3,2,3,5,7,7,6,6,15,9,15,9,12,18,3,5,9,5,3,9,5,18,12,7,9
1990,1955-06-14,14.084,6,6,15,9,15,9,12,18,3,5,9,5,3,9,5,18,12,7,9,6,7,15,32,22,18,9,4
1991,1955-06-15,19.105,3,5,9,5,3,9,5,18,12,7,9,6,7,15,32,22,18,9,4,22,22,32,22,15,9,15,18
1992,1955-06-16,16.094,12,7,9,6,7,15,32,22,18,9,4,22,22,32,22,15,9,15,18,27,15,15,22,22,12,5,7
1993,1955-06-17,12.073,18,9,4,22,22,32,22,15,9,15,18,27,15,15,22,22,12,5,7,9,9,12,22,12,12,6,15
1994,1955-06-18,8.042,9,15,18,27,15,15,22,22,12,5,7,9,9,12,22,12,12,6,15,5,12,12,12,4,5,5,6
1995,1955-06-19,9.052,12,5,7,9,9,12,22,12,12,6,15,5,12,12,12,4,5,5,6,18,18,9,7,7,6,4,3
1996,1955-06-20,6.031,12,6,15,5,12,12,12,4,5,5,6,18,18,9,7,7,6,4,3,4,4,5,4,5,15,6,4
1997,1955-06-21,4.01,5,5,6,18,18,9,7,7,6,4,3,4,4,5,4,5,15,6,4,7,3,3,3,4,4,4,4
1998,1955-06-22,10.052,6,4,3,4,4,5,4,5,15,6,4,7,3,3,3,4,4,4,4,5,3,2,18,12,15,9,12
1999,1955-06-23,17.094,15,6,4,7,3,3,3,4,4,4,4,5,3,2,18,12,15,9,12,18,18,15,6,7,7,39,27
2000,1955-06-24,18.105,4,4,4,5,3,2,18,12,15,9,12,18,18,15,6,7,7,39,27,27,18,27,22,22,9,9,12
2001,1955-06-25,12.073,15,9,12,18,18,15,6,7,7,39,27,27,18,27,22,22,9,9,12,15,6,22,18,12,5,12,4
2002,1955-06-26,4.01,7,39,27,27,18,27,22,22,9,9,12,15,6,22,18,12,5,12,4,4,6,2,3,3,4,3,6
2003,1955-06-27,6.031,9,9,12,15,6,22,18,12,5,12,4,4,6,2,3,3,4,3,6,5,5,7,6,5,7,7,3
2004,1955-06-28,7.031,5,12,4,4,6,2,3,3,4,3,6,5,5,7,6,5,7,7,3,6,12,4,6,6,4,4,12
2005,1955-06-29,6.031,4,3,6,5,5,7,6,5,7,7,3,6,12,4,6,6,4,4,12,6,3,5,7,7,5,9,4
2006,1955-06-30,4.01,7,7,3,6,12,4,6,6,4,4,12,6,3,5,7,7,5,9,4,7,4,3,3,2,3,3,3
2007,1955-07-01,4.021,4,4,12,6,3,5,7,7,5,9,4,7,4,3,3,2,3,3,3,5,5,9,5,4,3,2,3
2008,1955-07-02,19.105,5,9,4,7,4,3,3,2,3,3,3,5,5,9,5,4,3,2,3,5,7,5,6,12,32,56,32
2009,1955-07-03,10.063,3,3,3,5,5,9,5,4,3,2,3,5,7,5,6,12,32,56,32,15,22,9,12,5,6,5,5
2010,1955-07-04,3.01,3,2,3,5,7,5,6,12,32,56,32,15,22,9,12,5,6,5,5,4,4,6,2,3,2,3,2
2011,1955-07-05,4.01,32,56,32,15,22,9,12,5,6,5,5,4,4,6,2,3,2,3,2,4,3,3,2,3,4,4,5
2012,1955-07-06,6.031,6,5,5,4,4,6,2,3,2,3,2,4,3,3,2,3,4,4,5,3,4,3,2,3,7,7,18
2013,1955-07-07,10.052,2,3,2,4,3,3,2,3,4,4,5,3,4,3,2,3,7,7,18,18,18,9,6,9,7,5,6
2014,1955-07-08,10.063,4,4,5,3,4,3,2,3,7,7,18,18,18,9,6,9,7,5,6,4,6,7,18,9,22,12,6
2015,1955-07-09,5.021,7,7,18,18,18,9,6,9,7,5,6,4,6,7,18,9,22,12,6,6,5,4,9,7,2,3,7
2016,1955-07-10,12.073,7,5,6,4,6,7,18,9,22,12,6,6,5,4,9,7,2,3,7,5,6,7,15,27,15,9,9
2017,1955-07-11,18.105,22,12,6,6,5,4,9,7,2,3,7,5,6,7,15,27,15,9,9,15,7,18,39,22,18,12,15
2018,1955-07-12,20.105,2,3,7,5,6,7,15,27,15,9,9,15,7,18,39,22,18,12,15,56,6,15,22,15,9,12,27
2019,1955-07-13,8.042,15,9,9,15,7,18,39,22,18,12,15,56,6,15,22,15,9,12,27,18,7,3,3,12,12,4,5
2020,1955-07-14,5.021,18,12,15,56,6,15,22,15,9,12,27,18,7,3,3,12,12,4,5,5,5,7,7,7,5,5,2
2021,1955-07-15,14.084,9,12,27,18,7,3,3,12,12,4,5,5,5,7,7,7,5,5,2,4,3,3,6,32,39,15,12
2022,1955-07-16,9.052,12,4,5,5,5,7,7,7,5,5,2,4,3,3,6,32,39,15,12,18,7,5,7,9,5,9,9
2023,1955-07-17,7.031,5,5,2,4,3,3,6,32,39,15,12,18,7,5,7,9,5,9,9,5,15,12,5,3,2,5,7
2024,1955-07-18,7.042,39,15,12,18,7,5,7,9,5,9,9,5,15,12,5,3,2,5,7,5,18,15,6,6,3,4,2
2025,1955-07-19,3.01,5,9,9,5,15,12,5,3,2,5,7,5,18,15,6,6,3,4,2,4,3,3,5,4,3,0,3
2026,1955-07-20,4.01,2,5,7,5,18,15,6,6,3,4,2,4,3,3,5,4,3,0,3,5,3,2,4,5,4,6,3
2027,1955-07-21,4.01,3,4,2,4,3,3,5,4,3,0,3,5,3,2,4,5,4,6,3,5,3,0,3,2,3,4,9
2028,1955-07-22,4.01,3,0,3,5,3,2,4,5,4,6,3,5,3,0,3,2,3,4,9,4,4,3,4,3,4,2,9
2029,1955-07-23,7.031,4,6,3,5,3,0,3,2,3,4,9,4,4,3,4,3,4,2,9,12,5,6,4,4,4,7,12
2030,1955-07-24,8.042,3,4,9,4,4,3,4,3,4,2,9,12,5,6,4,4,4,7,12,12,15,9,9,5,4,5,5
2031,1955-07-25,5.021,4,2,9,12,5,6,4,4,4,7,12,12,15,9,9,5,4,5,5,7,6,7,5,5,4,4,5
2032,1955-07-26,14.084,4,7,12,12,15,9,9,5,4,5,5,7,6,7,5,5,4,4,5,7,7,9,18,22,12,12,22
2033,1955-07-27,6.031,4,5,5,7,6,7,5,5,4,4,5,7,7,9,18,22,12,12,22,15,5,5,5,4,4,5,4
2034,1955-07-28,4.01,4,4,5,7,7,9,18,22,12,12,22,15,5,5,5,4,4,5,4,5,3,3,3,5,4,2,4
2035,1955-07-29,6.031,12,12,22,15,5,5,5,4,4,5,4,5,3,3,3,5,4,2,4,6,5,7,3,3,3,15,7
2036,1955-07-30,6.031,4,5,4,5,3,3,3,5,4,2,4,6,5,7,3,3,3,15,7,2,4,5,6,6,5,6,12
2037,1955-07-31,6.031,4,2,4,6,5,7,3,3,3,15,7,2,4,5,6,6,5,6,12,12,5,9,3,6,6,2,4
2038,1955-08-01,4.01,3,15,7,2,4,5,6,6,5,6,12,12,5,9,3,6,6,2,4,5,3,3,4,7,5,4,3
2039,1955-08-02,4.021,5,6,12,12,5,9,3,6,6,2,4,5,3,3,4,7,5,4,3,9,5,2,0,2,2,4,12
2040,1955-08-03,11.063,6,2,4,5,3,3,4,7,5,4,3,9,5,2,0,2,2,4,12,27,9,9,6,6,12,6,12
2041,1955-08-04,30.136,5,4,3,9,5,2,0,2,2,4,12,27,9,9,6,6,12,6,12,12,27,15,56,48,32,27,27
2042,1955-08-05,19.105,2,4,12,27,9,9,6,6,12,6,12,12,27,15,56,48,32,27,27,7,7,27,18,15,18,32,27
2043,1955-08-06,34.136,12,6,12,12,27,15,56,48,32,27,27,7,7,27,18,15,18,32,27,18,18,56,56,22,39,15,48
2044,1955-08-07,17.094,32,27,27,7,7,27,18,15,18,32,27,18,18,56,56,22,39,15,48,15,15,22,22,18,7,27,12
2045,1955-08-08,9.052,18,32,27,18,18,56,56,22,39,15,48,15,15,22,22,18,7,27,12,9,4,6,15,15,7,7,6
2046,1955-08-09,6.031,39,15,48,15,15,22,22,18,7,27,12,9,4,6,15,15,7,7,6,9,5,7,6,7,4,7,5
2047,1955-08-10,6.031,7,27,12,9,4,6,15,15,7,7,6,9,5,7,6,7,4,7,5,4,9,5,6,6,5,4,6
2048,1955-08-11,4.01,7,7,6,9,5,7,6,7,4,7,5,4,9,5,6,6,5,4,6,5,5,3,3,2,2,5,6
2049,1955-08-12,4.021,4,7,5,4,9,5,6,6,5,4,6,5,5,3,3,2,2,5,6,7,4,6,6,4,2,4,3
2050,1955-08-13,7.031,5,4,6,5,5,3,3,2,2,5,6,7,4,6,6,4,2,4,3,5,7,5,12,5,4,4,12
2051,1955-08-14,11.063,2,5,6,7,4,6,6,4,2,4,3,5,7,5,12,5,4,4,12,15,6,5,12,5,12,18,15
2052,1955-08-15,9.052,2,4,3,5,7,5,12,5,4,4,12,15,6,5,12,5,12,18,15,18,18,9,7,12,4,2,3
2053,1955-08-16,5.021,4,4,12,15,6,5,12,5,12,18,15,18,18,9,7,12,4,2,3,0,9,15,2,4,2,4,5
2054,1955-08-17,6.031,12,18,15,18,18,9,7,12,4,2,3,0,9,15,2,4,2,4,5,5,2,3,5,6,9,7,9
2055,1955-08-18,7.042,4,2,3,0,9,15,2,4,2,4,5,5,2,3,5,6,9,7,9,5,9,9,9,6,5,7,7
2056,1955-08-19,6.031,2,4,5,5,2,3,5,6,9,7,9,5,9,9,9,6,5,7,7,5,9,9,5,5,5,6,7
2057,1955-08-20,5.021,9,7,9,5,9,9,9,6,5,7,7,5,9,9,5,5,5,6,7,5,3,4,7,5,6,4,3
2058,1955-08-21,5.021,5,7,7,5,9,9,5,5,5,6,7,5,3,4,7,5,6,4,3,9,7,7,2,3,2,4,4
2059,1955-08-22,2.0,5,6,7,5,3,4,7,5,6,4,3,9,7,7,2,3,2,4,4,0,2,2,0,2,2,4,4
2060,1955-08-23,3.01,6,4,3,9,7,7,2,3,2,4,4,0,2,2,0,2,2,4,4,2,2,5,2,3,3,2,4
2061,1955-08-24,5.021,2,4,4,0,2,2,0,2,2,4,4,2,2,5,2,3,3,2,4,2,4,5,12,7,4,3,4
2062,1955-08-25,4.021,2,4,4,2,2,5,2,3,3,2,4,2,4,5,12,7,4,3,4,4,2,4,5,6,5,5,4
2063,1955-08-26,6.031,3,2,4,2,4,5,12,7,4,3,4,4,2,4,5,6,5,5,4,5,5,4,9,9,5,5,6
2064,1955-08-27,5.021,4,3,4,4,2,4,5,6,5,5,4,5,5,4,9,9,5,5,6,2,3,4,3,3,6,7,12
2065,1955-08-28,20.105,5,5,4,5,5,4,9,9,5,5,6,2,3,4,3,3,6,7,12,3,22,80,22,12,6,6,5
2066,1955-08-29,10.063,5,5,6,2,3,4,3,3,6,7,12,3,22,80,22,12,6,6,5,15,7,9,7,7,5,15,18
2067,1955-08-30,5.021,6,7,12,3,22,80,22,12,6,6,5,15,7,9,7,7,5,15,18,6,5,4,7,3,6,5,5
2068,1955-08-31,6.031,6,6,5,15,7,9,7,7,5,15,18,6,5,4,7,3,6,5,5,6,6,4,7,5,4,5,9
2069,1955-09-01,11.063,5,15,18,6,5,4,7,3,6,5,5,6,6,4,7,5,4,5,9,5,4,18,12,12,12,15,7
2070,1955-09-02,17.094,6,5,5,6,6,4,7,5,4,5,9,5,4,18,12,12,12,15,7,27,27,12,32,18,12,5,6
2071,1955-09-03,17.094,4,5,9,5,4,18,12,12,12,15,7,27,27,12,32,18,12,5,6,18,15,18,48,18,5,7,9
2072,1955-09-04,20.105,12,15,7,27,27,12,32,18,12,5,6,18,15,18,48,18,5,7,9,32,22,12,32,12,18,6,22
