,date,ap_daily,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26,ap27
12766,1984-12-14,8.042,18,27,56,48,39,9,15,9,7,6,6,39,80,18,18,22,18,15,7,6,5,4,9,7,12,7,15
12767,1984-12-15,24.126,7,6,6,39,80,18,18,22,18,15,7,6,5,4,9,7,12,7,15,15,12,12,12,9,9,56,67
12768,1984-12-16,33.136,18,15,7,6,5,4,9,7,12,7,15,15,12,12,12,9,9,56,67,27,27,32,27,22,27,48,56
12769,1984-12-17,28.126,12,7,15,15,12,12,12,9,9,56,67,27,27,32,27,22,27,48,56,27,27,22,18,32,32,39,27
12770,1984-12-18,15.094,9,56,67,27,27,32,27,22,27,48,56,27,27,22,18,32,32,39,27,15,18,12,15,15,22,9,15
12771,1984-12-19,8.042,27,48,56,27,27,22,18,32,32,39,27,15,18,12,15,15,22,9,15,9,6,12,6,12,4,7,5
12772,1984-12-20,6.031,32,39,27,15,18,12,15,15,22,9,15,9,6,12,6,12,4,7,5,9,5,5,4,6,9,9,4
12773,1984-12-21,13.084,22,9,15,9,6,12,6,12,4,7,5,9,5,5,4,6,9,9,4,2,9,6,7,9,15,27,32
12774,1984-12-22,9.052,4,7,5,9,5,5,4,6,9,9,4,2,9,6,7,9,15,27,32,12,6,4,6,5,12,9,15
12775,1984-12-23,16.094,9,9,4,2,9,6,7,9,15,27,32,12,6,4,6,5,12,9,15,12,18,12,15,9,18,18,22
12776,1984-12-24,4.021,15,27,32,12,6,4,6,5,12,9,15,12,18,12,15,9,18,18,22,6,7,3,4,3,5,3,4
12777,1984-12-25,5.021,12,9,15,12,18,12,15,9,18,18,22,6,7,3,4,3,5,3,4,7,12,9,4,2,0,4,5
12778,1984-12-26,26.126,18,18,22,6,7,3,4,3,5,3,4,7,12,9,4,2,0,4,5,9,32,22,22,27,22,39,32
12779,1984-12-27,17.094,5,3,4,7,12,9,4,2,0,4,5,9,32,22,22,27,22,39,32,12,5,3,9,32,18,15,39
12780,1984-12-28,31.136,0,4,5,9,32,22,22,27,22,39,32,12,5,3,9,32,18,15,39,27,22,56,18,18,39,27,39
12781,1984-12-29,26.126,22,39,32,12,5,3,9,32,18,15,39,27,22,56,18,18,39,27,39,22,39,18,39,15,18,27,27
12782,1984-12-30,21.115,18,15,39,27,22,56,18,18,39,27,39,22,39,18,39,15,18,27,27,18,22,27,18,15,15,22,32
12783,1984-12-31,24.126,39,27,39,22,39,18,39,15,18,27,27,18,22,27,18,15,15,22,32,22,18,15,22,39,27,27,22
12784,1985-01-01,33.136,18,27,27,18,22,27,18,15,15,22,32,22,18,15,22,39,27,27,22,18,32,22,22,12,22,67,67
12785,1985-01-02,17.094,15,22,32,22,18,15,22,39,27,27,22,18,32,22,22,12,22,67,67,27,18,18,9,12,7,9,39
12786,1985-01-03,13.084,27,27,22,18,32,22,22,12,22,67,67,27,18,18,9,12,7,9,39,22,12,9,12,4,6,18,22
12787,1985-01-04,7.042,22,67,67,27,18,18,9,12,7,9,39,22,12,9,12,4,6,18,22,15,7,5,6,4,5,5,12
12788,1985-01-05,6.031,7,9,39,22,12,9,12,4,6,18,22,15,7,5,6,4,5,5,12,7,6,4,4,4,6,5,12
12789,1985-01-06,5.021,6,18,22,15,7,5,6,4,5,5,12,7,6,4,4,4,6,5,12,9,7,3,3,3,5,7,6
12790,1985-01-07,5.021,5,5,12,7,6,4,4,4,6,5,12,9,7,3,3,3,5,7,6,5,9,5,2,3,4,6,6
12791,1985-01-08,19.105,6,5,12,9,7,3,3,3,5,7,6,5,9,5,2,3,4,6,6,7,4,7,5,9,22,56,39
12792,1985-01-09,46.157,5,7,6,5,9,5,2,3,4,6,6,7,4,7,5,9,22,56,39,32,80,67,39,67,39,22,18
12793,1985-01-10,29.136,4,6,6,7,4,7,5,9,22,56,39,32,80,67,39,67,39,22,18,32,48,22,39,18,32,27,15
12794,1985-01-11,20.105,22,56,39,32,80,67,39,67,39,22,18,32,48,22,39,18,32,27,15,15,18,27,27,15,15,22,18
12795,1985-01-12,19.105,39,22,18,32,48,22,39,18,32,27,15,15,18,27,27,15,15,22,18,12,22,18,18,22,18,18,22
12796,1985-01-13,14.084,32,27,15,15,18,27,27,15,15,22,18,12,22,18,18,22,18,18,22,15,18,15,12,18,18,12,6
12797,1985-01-14,9.052,15,22,18,12,22,18,18,22,18,18,22,15,18,15,12,18,18,12,6,5,12,6,9,12,18,5,5
12798,1985-01-15,9.052,18,18,22,15,18,15,12,18,18,12,6,5,12,6,9,12,18,5,5,5,5,7,9,7,18,15,7
12799,1985-01-16,8.042,18,12,6,5,12,6,9,12,18,5,5,5,5,7,9,7,18,15,7,9,15,9,9,9,7,4,3
12800,1985-01-17,9.052,18,5,5,5,5,7,9,7,18,15,7,9,15,9,9,9,7,4,3,0,2,4,18,9,18,12,7
12801,1985-01-18,6.031,18,15,7,9,15,9,9,9,7,4,3,0,2,4,18,9,18,12,7,7,6,4,5,6,5,7,5
12802,1985-01-19,7.031,7,4,3,0,2,4,18,9,18,12,7,7,6,4,5,6,5,7,5,3,3,7,12,7,15,4,2
12803,1985-01-20,6.031,18,12,7,7,6,4,5,6,5,7,5,3,3,7,12,7,15,4,2,5,3,5,4,4,12,12,5
12804,1985-01-21,12.073,5,7,5,3,3,7,12,7,15,4,2,5,3,5,4,4,12,12,5,6,39,15,9,12,7,5,5
12805,1985-01-22,11.063,15,4,2,5,3,5,4,4,12,12,5,6,39,15,9,12,7,5,5,5,4,9,7,5,9,9,39
12806,1985-01-23,36.146,12,12,5,6,39,15,9,12,7,5,5,5,4,9,7,5,9,9,39,18,67,56,48,39,27,15,22
12807,1985-01-24,7.031,7,5,5,5,4,9,7,5,9,9,39,18,67,56,48,39,27,15,22,4,6,9,4,7,7,9,7
12808,1985-01-25,9.052,9,9,39,18,67,56,48,39,27,15,22,4,6,9,4,7,7,9,7,15,15,15,7,5,4,5,4
12809,1985-01-26,6.031,27,15,22,4,6,9,4,7,7,9,7,15,15,15,7,5,4,5,4,4,4,5,6,4,12,6,9
12810,1985-01-27,11.063,7,9,7,15,15,15,7,5,4,5,4,4,4,5,6,4,12,6,9,9,12,5,4,4,6,18,32
12811,1985-01-28,58.177,4,5,4,4,4,5,6,4,12,6,9,9,12,5,4,4,6,18,32,67,48,39,48,67,80,48,67
12812,1985-01-29,24.126,12,6,9,9,12,5,4,4,6,18,32,67,48,39,48,67,80,48,67,48,27,4,7,7,9,27,67
12813,1985-01-30,17.094,6,18,32,67,48,39,48,67,80,48,67,48,27,4,7,7,9,27,67,27,15,18,12,9,22,12,18
12814,1985-01-31,15.094,80,48,67,48,27,4,7,7,9,27,67,27,15,18,12,9,22,12,18,18,9,9,27,22,15,7,15
12815,1985-02-01,15.084,9,27,67,27,15,18,12,9,22,12,18,18,9,9,27,22,15,7,15,12,15,18,18,12,27,12,6
12816,1985-02-02,11.073,22,12,18,18,9,9,27,22,15,7,15,12,15,18,18,12,27,12,6,4,27,12,9,9,9,12,9
12817,1985-02-03,8.042,15,7,15,12,15,18,18,12,27,12,6,4,27,12,9,9,9,12,9,6,6,4,4,18,12,12,2
12818,1985-02-04,3.0,27,12,6,4,27,12,9,9,9,12,9,6,6,4,4,18,12,12,2,4,4,2,2,2,0,4,4
12819,1985-02-05,21.115,9,12,9,6,6,4,4,18,12,12,2,4,4,2,2,2,0,4,4,5,18,32,15,39,22,18,22
12820,1985-02-06,46.157,12,12,2,4,4,2,2,2,0,4,4,5,18,32,15,39,22,18,22,48,27,56,39,56,56,67,22
12821,1985-02-07,20.105,0,4,4,5,18,32,15,39,22,18,22,48,27,56,39,56,56,67,22,18,12,22,27,32,18,9,22
12822,1985-02-08,24.126,22,18,22,48,27,56,39,56,56,67,22,18,12,22,27,32,18,9,22,27,9,6,32,15,32,32,39
12823,1985-02-09,19.105,56,67,22,18,12,22,27,32,18,9,22,27,9,6,32,15,32,32,39,15,18,39,18,22,18,9,15
12824,1985-02-10,24.126,18,9,22,27,9,6,32,15,32,32,39,15,18,39,18,22,18,9,15,22,22,32,15,22,22,48,9
12825,1985-02-11,13.084,32,32,39,15,18,39,18,22,18,9,15,22,22,32,15,22,22,48,9,7,12,12,9,15,15,18,18
12826,1985-02-12,11.063,18,9,15,22,22,32,15,22,22,48,9,7,12,12,9,15,15,18,18,7,18,15,7,15,15,6,3
12827,1985-02-13,11.063,22,48,9,7,12,12,9,15,15,18,18,7,18,15,7,15,15,6,3,3,0,2,6,12,12,32,18
12828,1985-02-14,16.094,15,18,18,7,18,15,7,15,15,6,3,3,0,2,6,12,12,32,18,15,12,22,9,7,22,12,27
12829,1985-02-15,9.052,15,6,3,3,0,2,6,12,12,32,18,15,12,22,9,7,22,12,27,22,15,12,3,2,3,6,9
12830,1985-02-16,7.031,12,32,18,15,12,22,9,7,22,12,27,22,15,12,3,2,3,6,9,2,4,4,5,9,9,15,7
12831,1985-02-17,12.073,22,12,27,22,15,12,3,2,3,6,9,2,4,4,5,9,9,15,7,7,18,15,9,18,15,12,4
12832,1985-02-18,4.01,3,6,9,2,4,4,5,9,9,15,7,7,18,15,9,18,15,12,4,2,5,6,5,3,3,4,3
12833,1985-02-19,7.042,9,15,7,7,18,15,9,18,15,12,4,2,5,6,5,3,3,4,3,5,7,3,4,4,4,12,18
12834,1985-02-20,10.063,15,12,4,2,5,6,5,3,3,4,3,5,7,3,4,4,4,12,18,18,15,18,9,9,3,5,4
12835,1985-02-21,8.042,3,4,3,5,7,3,4,4,4,12,18,18,15,18,9,9,3,5,4,0,4,6,5,6,12,18,12
12836,1985-02-22,7.042,4,12,18,18,15,18,9,9,3,5,4,0,4,6,5,6,12,18,12,12,7,4,7,7,7,6,7
12837,1985-02-23,7.042,3,5,4,0,4,6,5,6,12,18,12,12,7,4,7,7,7,6,7,7,7,6,5,7,6,12,9
12838,1985-02-24,18.105,12,18,12,12,7,4,7,7,7,6,7,7,7,6,5,7,6,12,9,22,27,22,12,12,9,9,27
12839,1985-02-25,12.073,7,6,7,7,7,6,5,7,6,12,9,22,27,22,12,12,9,9,27,9,18,22,9,7,18,5,6
12840,1985-02-26,5.021,6,12,9,22,27,22,12,12,9,9,27,9,18,22,9,7,18,5,6,12,9,5,0,0,3,7,6
12841,1985-02-27,19.105,9,9,27,9,18,22,9,7,18,5,6,12,9,5,0,0,3,7,6,7,6,4,6,6,5,9,11
12842,1985-02-28,60.177,18,5,6,12,9,5,0,0,3,7,6,7,6,4,6,6,5,9,11,94,32,11,48,48,22,18,7
12843,1985-03-01,16.094,3,7,6,7,6,4,6,6,5,9,11,94,32,11,48,48,22,18,7,9,56,27,15,4,3,5,12
12844,1985-03-02,22.115,5,9,11,94,32,11,48,48,22,18,7,9,56,27,15,4,3,5,12,9,18,15,22,27,32,22,27
12845,1985-03-03,14.084,22,18,7,9,56,27,15,4,3,5,12,9,18,15,22,27,32,22,27,9,39,18,5,5,9,9,15
12846,1985-03-04,10.052,3,5,12,9,18,15,22,27,32,22,27,9,39,18,5,5,9,9,15,15,9,5,4,7,12,7,18
12847,1985-03-05,42.157,32,22,27,9,39,18,5,5,9,9,15,15,9,5,4,7,12,7,18,22,27,48,27,15,39,67,94
12848,1985-03-06,24.126,9,9,15,15,9,5,4,7,12,7,18,22,27,48,27,15,39,67,94,39,22,39,22,15,18,18,18
12849,1985-03-07,22.115,12,7,18,22,27,48,27,15,39,67,94,39,22,39,22,15,18,18,18,18,15,18,18,18,27,39,22
12850,1985-03-08,27.126,39,67,94,39,22,39,22,15,18,18,18,18,15,18,18,18,27,39,22,39,56,32,22,18,18,15,15
12851,1985-03-09,4.01,18,18,18,18,15,18,18,18,27,39,22,39,56,32,22,18,18,15,15,7,4,3,0,2,2,0,12
12852,1985-03-10,10.052,27,39,22,39,56,32,22,18,18,15,15,7,4,3,0,2,2,0,12,9,4,4,9,6,12,12,22
12853,1985-03-11,6.031,18,15,15,7,4,3,0,2,2,0,12,9,4,4,9,6,12,12,22,6,4,4,6,15,5,5,2
12854,1985-03-12,7.042,2,0,12,9,4,4,9,6,12,12,22,6,4,4,6,15,5,5,2,0,5,3,2,7,6,18,18
12855,1985-03-13,4.01,12,12,22,6,4,4,6,15,5,5,2,0,5,3,2,7,6,18,18,2,5,6,9,3,3,0,3
12856,1985-03-14,7.031,5,5,2,0,5,3,2,7,6,18,18,2,5,6,9,3,3,0,3,3,3,3,5,15,7,12,5
12857,1985-03-15,14.084,6,18,18,2,5,6,9,3,3,0,3,3,3,3,5,15,7,12,5,15,12,32,22,12,4,6,6
12858,1985-03-16,11.063,3,0,3,3,3,3,5,15,7,12,5,15,12,32,22,12,4,6,6,12,7,7,5,18,12,9,15
12859,1985-03-17,8.042,7,12,5,15,12,32,22,12,4,6,6,12,7,7,5,18,12,9,15,12,4,4,5,3,2,15,15
12860,1985-03-18,11.063,4,6,6,12,7,7,5,18,12,9,15,12,4,4,5,3,2,15,15,27,18,7,2,3,2,15,15
12861,1985-03-19,9.052,12,9,15,12,4,4,5,3,2,15,15,27,18,7,2,3,2,15,15,6,7,4,6,9,9,27,7
12862,1985-03-20,5.021,2,15,15,27,18,7,2,3,2,15,15,6,7,4,6,9,9,27,7,4,3,6,6,7,7,2,2
12863,1985-03-21,5.021,2,15,15,6,7,4,6,9,9,27,7,4,3,6,6,7,7,2,2,5,9,2,2,5,4,5,6
12864,1985-03-22,4.021,9,27,7,4,3,6,6,7,7,2,2,5,9,2,2,5,4,5,6,12,4,2,3,4,3,2,5
12865,1985-03-23,5.021,7,2,2,5,9,2,2,5,4,5,6,12,4,2,3,4,3,2,5,9,12,2,3,3,2,6,5
12866,1985-03-24,6.031,4,5,6,12,4,2,3,4,3,2,5,9,12,2,3,3,2,6,5,7,3,4,4,5,4,4,15
12867,1985-03-25,5.021,3,2,5,9,12,2,3,3,2,6,5,7,3,4,4,5,4,4,15,7,0,2,3,4,6,15,6
12868,1985-03-26,8.042,2,6,5,7,3,4,4,5,4,4,15,7,0,2,3,4,6,15,6,12,7,6,9,9,5,9,5
12869,1985-03-27,10.052,4,4,15,7,0,2,3,4,6,15,6,12,7,6,9,9,5,9,5,7,7,6,9,9,9,18,12
12870,1985-03-28,14.084,6,15,6,12,7,6,9,9,5,9,5,7,7,6,9,9,9,18,12,32,27,18,2,7,6,12,9
12871,1985-03-29,6.031,5,9,5,7,7,6,9,9,9,18,12,32,27,18,2,7,6,12,9,6,3,5,4,4,9,12,9
12872,1985-03-30,7.042,9,18,12,32,27,18,2,7,6,12,9,6,3,5,4,4,9,12,9,22,5,3,5,7,6,6,4
12873,1985-03-31,10.052,6,12,9,6,3,5,4,4,9,12,9,22,5,3,5,7,6,6,4,9,9,18,18,9,4,7,3
12874,1985-04-01,23.115,9,12,9,22,5,3,5,7,6,6,4,9,9,18,18,9,4,7,3,6,7,12,22,48,56,22,12
12875,1985-04-02,16.094,6,6,4,9,9,18,18,9,4,7,3,6,7,12,22,48,56,22,12,6,15,18,9,15,22,32,12
12876,1985-04-03,20.105,4,7,3,6,7,12,22,48,56,22,12,6,15,18,9,15,22,32,12,39,15,12,12,12,18,39,15
12877,1985-04-04,17.094,56,22,12,6,15,18,9,15,22,32,12,39,15,12,12,12,18,39,15,9,18,15,12,15,27,22,15
12878,1985-04-05,7.031,22,32,12,39,15,12,12,12,18,39,15,9,18,15,12,15,27,22,15,9,18,4,7,6,3,4,3
12879,1985-04-06,5.021,18,39,15,9,18,15,12,15,27,22,15,9,18,4,7,6,3,4,3,2,0,4,6,5,4,9,7
12880,1985-04-07,7.042,27,22,15,9,18,4,7,6,3,4,3,2,0,4,6,5,4,9,7,3,7,12,7,7,12,6,2
12881,1985-04-08,15.094,3,4,3,2,0,4,6,5,4,9,7,3,7,12,7,7,12,6,2,2,3,6,7,6,15,27,56
12882,1985-04-09,38.146,4,9,7,3,7,12,7,7,12,6,2,2,3,6,7,6,15,27,56,27,27,32,32,67,94,18,3
12883,1985-04-10,11.063,12,6,2,2,3,6,7,6,15,27,56,27,27,32,32,67,94,18,3,2,6,9,22,15,12,9,12
12884,1985-04-11,11.063,15,27,56,27,27,32,32,67,94,18,3,2,6,9,22,15,12,9,12,27,18,7,7,5,15,3,4
12885,1985-04-12,5.021,94,18,3,2,6,9,22,15,12,9,12,27,18,7,7,5,15,3,4,6,6,5,5,5,5,5,2
12886,1985-04-13,6.031,12,9,12,27,18,7,7,5,15,3,4,6,6,5,5,5,5,5,2,3,4,5,6,5,7,5,12
12887,1985-04-14,10.052,15,3,4,6,6,5,5,5,5,5,2,3,4,5,6,5,7,5,12,15,22,9,4,9,6,6,5
12888,1985-04-15,4.021,5,5,2,3,4,5,6,5,7,5,12,15,22,9,4,9,6,6,5,5,6,4,4,4,3,3,6
12889,1985-04-16,8.042,7,5,12,15,22,9,4,9,6,6,5,5,6,4,4,4,3,3,6,5,7,5,12,12,5,6,9
12890,1985-04-17,5.021,6,6,5,5,6,4,4,4,3,3,6,5,7,5,12,12,5,6,9,6,3,6,3,5,2,3,9
12891,1985-04-18,4.01,3,3,6,5,7,5,12,12,5,6,9,6,3,6,3,5,2,3,9,12,2,3,3,3,4,2,4
12892,1985-04-19,21.115,5,6,9,6,3,6,3,5,2,3,9,12,2,3,3,3,4,2,4,7,12,22,15,18,18,27,48
12893,1985-04-20,53.167,2,3,9,12,2,3,3,3,4,2,4,7,12,22,15,18,18,27,48,48,67,94,18,7,15,67,11
12894,1985-04-21,3.198,4,2,4,7,12,22,15,18,18,27,48,48,67,94,18,7,15,67,11,36,54,7,67,39,67,32,22
12895,1985-04-22,11.073,18,27,48,48,67,94,18,7,15,67,11,36,54,7,67,39,67,32,22,15,9,9,22,9,12,6,9
12896,1985-04-23,12.073,15,67,11,36,54,7,67,39,67,32,22,15,9,9,22,9,12,6,9,22,9,12,7,12,15,12,7
12897,1985-04-24,17.094,67,32,22,15,9,9,22,9,12,6,9,22,9,12,7,12,15,12,7,27,32,32,18,9,9,5,5
12898,1985-04-25,21.115,12,6,9,22,9,12,7,12,15,12,7,27,32,32,18,9,9,5,5,22,32,27,32,18,9,9,18
12899,1985-04-26,30.136,15,12,7,27,32,32,18,9,9,5,5,22,32,27,32,18,9,9,18,39,48,32,27,7,22,27,39
12900,1985-04-27,33.136,9,5,5,22,32,27,32,18,9,9,18,39,48,32,27,7,22,27,39,22,48,22,18,32,39,18,67
12901,1985-04-28,61.177,9,9,18,39,48,32,27,7,22,27,39,22,48,22,18,32,39,18,67,11,67,32,11,39,12,12,7
12902,1985-04-29,17.094,22,27,39,22,48,22,18,32,39,18,67,11,67,32,11,39,12,12,7,15,80,18,3,7,5,6,4
12903,1985-04-30,42.157,39,18,67,11,67,32,11,39,12,12,7,15,80,18,3,7,5,6,4,6,2,4,56,54,48,48,18
12904,1985-05-01,10.052,12,12,7,15,80,18,3,7,5,6,4,6,2,4,56,54,48,48,18,9,9,9,15,15,9,2,9
12905,1985-05-02,38.146,5,6,4,6,2,4,56,54,48,48,18,9,9,9,15,15,9,2,9,48,80,80,67,12,6,5,6
12906,1985-05-03,6.031,48,48,18,9,9,9,15,15,9,2,9,48,80,80,67,12,6,5,6,4,3,7,12,7,6,5,7
12907,1985-05-04,10.052,9,2,9,48,80,80,67,12,6,5,6,4,3,7,12,7,6,5,7,7,12,12,9,12,15,5,4
12908,1985-05-05,7.042,6,5,6,4,3,7,12,7,6,5,7,7,12,12,9,12,15,5,4,5,7,7,4,5,7,12,12
12909,1985-05-06,10.063,6,5,7,7,12,12,9,12,15,5,4,5,7,7,4,5,7,12,12,22,9,18,4,6,7,6,9
12910,1985-05-07,8.042,15,5,4,5,7,7,4,5,7,12,12,22,9,18,4,6,7,6,9,18,6,5,4,5,4,6,15
12911,1985-05-08,8.042,7,12,12,22,9,18,4,6,7,6,9,18,6,5,4,5,4,6,15,9,6,7,12,5,9,5,12
12912,1985-05-09,8.042,7,6,9,18,6,5,4,5,4,6,15,9,6,7,12,5,9,5,12,12,15,9,9,5,4,7,0
12913,1985-05-10,4.021,4,6,15,9,6,7,12,5,9,5,12,12,15,9,9,5,4,7,0,0,0,2,2,4,4,6,18
12914,1985-05-11,5.021,9,5,12,12,15,9,9,5,4,7,0,0,0,2,2,4,4,6,18,7,7,9,5,3,4,5,3
12915,1985-05-12,12.073,4,7,0,0,0,2,2,4,4,6,18,7,7,9,5,3,4,5,3,4,5,18,12,18,9,15,15
12916,1985-05-13,11.063,4,6,18,7,7,9,5,3,4,5,3,4,5,18,12,18,9,15,15,18,12,5,5,6,12,9,22
12917,1985-05-14,8.042,4,5,3,4,5,18,12,18,9,15,15,18,12,5,5,6,12,9,22,18,9,6,5,5,6,9,5
12918,1985-05-15,15.094,9,15,15,18,12,5,5,6,12,9,22,18,9,6,5,5,6,9,5,22,18,9,9,12,18,12,22
12919,1985-05-16,11.063,12,9,22,18,9,6,5,5,6,9,5,22,18,9,9,12,18,12,22,4,6,6,6,12,15,15,22
12920,1985-05-17,8.042,6,9,5,22,18,9,9,12,18,12,22,4,6,6,6,12,15,15,22,6,4,3,5,12,9,6,15
12921,1985-05-18,9.052,18,12,22,4,6,6,6,12,15,15,22,6,4,3,5,12,9,6,15,12,6,5,4,9,9,12,15
12922,1985-05-19,9.052,15,15,22,6,4,3,5,12,9,6,15,12,6,5,4,9,9,12,15,12,9,7,5,7,12,9,9
12923,1985-05-20,5.021,9,6,15,12,6,5,4,9,9,12,15,12,9,7,5,7,12,9,9,12,4,3,0,3,6,9,5
12924,1985-05-21,8.042,9,12,15,12,9,7,5,7,12,9,9,12,4,3,0,3,6,9,5,6,6,3,3,6,12,12,12
12925,1985-05-22,5.021,12,9,9,12,4,3,0,3,6,9,5,6,6,3,3,6,12,12,12,6,6,5,4,2,3,6,5
12926,1985-05-23,4.021,6,9,5,6,6,3,3,6,12,12,12,6,6,5,4,2,3,6,5,9,9,3,2,3,2,4,4
12927,1985-05-24,5.021,12,12,12,6,6,5,4,2,3,6,5,9,9,3,2,3,2,4,4,5,4,2,2,3,4,12,9
12928,1985-05-25,8.052,3,6,5,9,9,3,2,3,2,4,4,5,4,2,2,3,4,12,9,2,3,3,2,5,12,9,32
12929,1985-05-26,9.052,2,4,4,5,4,2,2,3,4,12,9,2,3,3,2,5,12,9,32,18,6,4,6,9,12,9,6
12930,1985-05-27,5.021,4,12,9,2,3,3,2,5,12,9,32,18,6,4,6,9,12,9,6,5,6,5,7,9,4,3,4
12931,1985-05-28,5.021,12,9,32,18,6,4,6,9,12,9,6,5,6,5,7,9,4,3,4,3,5,4,4,6,4,5,6
12932,1985-05-29,4.01,12,9,6,5,6,5,7,9,4,3,4,3,5,4,4,6,4,5,6,6,5,6,2,2,5,4,4
12933,1985-05-30,3.01,4,3,4,3,5,4,4,6,4,5,6,6,5,6,2,2,5,4,4,0,2,3,3,4,3,2,6
12934,1985-05-31,7.031,4,5,6,6,5,6,2,2,5,4,4,0,2,3,3,4,3,2,6,15,9,6,2,2,3,5,12
12935,1985-06-01,18.105,5,4,4,0,2,3,3,4,3,2,6,15,9,6,2,2,3,5,12,32,22,15,22,9,15,15,12
12936,1985-06-02,6.031,3,2,6,15,9,6,2,2,3,5,12,32,22,15,22,9,15,15,12,6,5,4,5,7,4,9,6
12937,1985-06-03,4.01,3,5,12,32,22,15,22,9,15,15,12,6,5,4,5,7,4,9,6,3,2,0,3,5,6,6,5
12938,1985-06-04,5.021,15,15,12,6,5,4,5,7,4,9,6,3,2,0,3,5,6,6,5,6,2,4,3,5,6,6,5
12939,1985-06-05,5.021,4,9,6,3,2,0,3,5,6,6,5,6,2,4,3,5,6,6,5,5,5,5,4,4,4,5,6
12940,1985-06-06,25.126,6,6,5,6,2,4,3,5,6,6,5,5,5,5,4,4,4,5,6,12,15,6,9,39,48,15,56
12941,1985-06-07,30.136,6,6,5,5,5,5,4,4,4,5,6,12,15,6,9,39,48,15,56,22,32,39,32,39,32,32,12
12942,1985-06-08,16.094,4,5,6,12,15,6,9,39,48,15,56,22,32,39,32,39,32,32,12,27,32,22,18,9,9,7,7
12943,1985-06-09,22.115,48,15,56,22,32,39,32,39,32,32,12,27,32,22,18,9,9,7,7,5,9,9,4,3,9,39,94
12944,1985-06-10,30.136,32,32,12,27,32,22,18,9,9,7,7,5,9,9,4,3,9,39,94,56,67,39,32,9,9,15,15
12945,1985-06-11,11.063,9,7,7,5,9,9,4,3,9,39,94,56,67,39,32,9,9,15,15,12,18,7,9,6,9,12,12
12946,1985-06-12,10.052,9,39,94,56,67,39,32,9,9,15,15,12,18,7,9,6,9,12,12,15,15,12,5,7,7,9,7
12947,1985-06-13,4.021,9,15,15,12,18,7,9,6,9,12,12,15,15,12,5,7,7,9,7,3,3,3,2,5,6,5,9
12948,1985-06-14,4.01,9,12,12,15,15,12,5,7,7,9,7,3,3,3,2,5,6,5,9,5,3,5,3,4,3,2,6
12949,1985-06-15,5.021,7,9,7,3,3,3,2,5,6,5,9,5,3,5,3,4,3,2,6,6,15,3,2,2,3,6,4
12950,1985-06-16,3.01,6,5,9,5,3,5,3,4,3,2,6,6,15,3,2,2,3,6,4,3,4,4,2,2,2,3,4
12951,1985-06-17,7.042,3,2,6,6,15,3,2,2,3,6,4,3,4,4,2,2,2,3,4,7,4,5,4,9,18,6,6
12952,1985-06-18,4.01,3,6,4,3,4,4,2,2,2,3,4,7,4,5,4,9,18,6,6,3,5,3,4,5,7,4,3
12953,1985-06-19,3.01,2,3,4,7,4,5,4,9,18,6,6,3,5,3,4,5,7,4,3,4,3,3,4,4,3,3,3
12954,1985-06-20,13.084,18,6,6,3,5,3,4,5,7,4,3,4,3,3,4,4,3,3,3,2,6,4,6,18,48,7,15
12955,1985-06-21,7.031,7,4,3,4,3,3,4,4,3,3,3,2,6,4,6,18,48,7,15,6,9,6,6,9,6,5,6
12956,1985-06-22,6.031,3,3,3,2,6,4,6,18,48,7,15,6,9,6,6,9,6,5,6,7,12,9,7,3,4,3,3
12957,1985-06-23,7.031,48,7,15,6,9,6,6,9,6,5,6,7,12,9,7,3,4,3,3,12,7,3,6,12,6,3,4
12958,1985-06-24,5.021,6,5,6,7,12,9,7,3,4,3,3,12,7,3,6,12,6,3,4,3,2,4,4,5,5,5,9
12959,1985-06-25,12.073,4,3,3,12,7,3,6,12,6,3,4,3,2,4,4,5,5,5,9,15,9,15,5,6,7,27,15
12960,1985-06-26,21.115,6,3,4,3,2,4,4,5,5,5,9,15,9,15,5,6,7,27,15,12,12,12,22,32,15,39,22
12961,1985-06-27,13.073,5,5,9,15,9,15,5,6,7,27,15,12,12,12,22,32,15,39,22,15,7,9,6,7,22,18,18
12962,1985-06-28,18.105,7,27,15,12,12,12,22,32,15,39,22,15,7,9,6,7,22,18,18,27,18,18,15,18,12,15,22
12963,1985-06-29,13.084,15,39,22,15,7,9,6,7,22,18,18,27,18,18,15,18,12,15,22,15,7,12,27,12,12,15,7
12964,1985-06-30,10.052,22,18,18,27,18,18,15,18,12,15,22,15,7,12,27,12,12,15,7,9,3,3,5,5,7,18,27
12965,1985-07-01,14.084,12,15,22,15,7,12,27,12,12,15,7,9,3,3,5,5,7,18,27,48,9,15,5,7,7,9,9
12966,1985-07-02,3.01,12,15,7,9,3,3,5,5,7,18,27,48,9,15,5,7,7,9,9,5,3,2,2,3,3,4,5
12967,1985-07-03,6.031,7,18,27,48,9,15,5,7,7,9,9,5,3,2,2,3,3,4,5,4,6,4,2,5,5,7,18
12968,1985-07-04,33.136,7,9,9,5,3,2,2,3,3,4,5,4,6,4,2,5,5,7,18,18,9,15,18,80,27,56,39
12969,1985-07-05,16.094,3,4,5,4,6,4,2,5,5,7,18,18,9,15,18,80,27,56,39,15,15,12,15,18,9,15,27
